PointID,Original_ID,lon,lat,Class,margin,BoundaryScore,RF_Pred,prob_1,prob_2,prob_3,Method
125,9739,119.94832453884123,30.38885840215368,2,0.31333333333333335,0.09539201610134224,2,0.013333333333333334,0.65,0.33666666666666667,BAMS150
126,10614,118.84331024768575,29.485694238384532,3,0.3133333333333333,0.09105434075587188,3,0.0,0.3433333333333333,0.6566666666666666,BAMS150
127,14949,120.25420103470341,30.50357323585462,3,0.3133333333333333,0.09068818505386761,3,0.33,0.02666666666666667,0.6433333333333333,BAMS150
128,7443,120.09349503273724,29.8798743124081,2,0.3333333333333333,0.1416827951896565,2,0.3333333333333333,0.6666666666666666,0.0,BAMS150
129,5155,119.19230625073476,29.31501322736178,2,0.39999999999999997,0.3161585600478534,2,0.3,0.7,0.0,BAMS150
130,8042,120.22374983360943,30.004470514043483,2,0.32333333333333336,0.11434525730747452,2,0.33666666666666667,0.66,0.0033333333333333335,BAMS150
131,9519,120.32561799717539,30.327411989637184,2,0.30666666666666664,0.07001640284280783,2,0.3466666666666667,0.6533333333333333,0.0,BAMS150
132,9536,120.25330475539165,30.33172394035587,2,0.36666666666666664,0.22060367659832877,2,0.31,0.6766666666666666,0.013333333333333334,BAMS150
133,8604,119.93835398888574,30.126640964705796,2,0.32666666666666666,0.11281128051005151,2,0.33666666666666667,0.6633333333333333,0.0,BAMS150
134,6645,118.77880935094768,29.71053994990349,2,0.32999999999999996,0.1204660475022822,2,0.016666666666666666,0.6566666666666666,0.32666666666666666,BAMS150
135,8687,120.28591416139551,30.143077211188793,2,0.30000000000000004,0.04127816265560938,2,0.35,0.65,0.0,BAMS150
136,9373,120.02486500842363,30.29309920703093,2,0.30000000000000004,0.035669633850769204,2,0.35,0.65,0.0,BAMS150
137,9932,120.26049282628979,30.466112327904625,2,0.3133333333333333,0.06420126378818133,2,0.3433333333333333,0.6566666666666666,0.0,BAMS150
138,9867,120.0242362751751,30.433057011795427,2,0.35,0.16063551868119746,2,0.30666666666666664,0.6566666666666666,0.03666666666666667,BAMS150
139,9493,120.04893969501116,30.320228377840102,2,0.3333333333333333,0.11284457292400132,2,0.3333333333333333,0.6666666666666666,0.0,BAMS150
140,175,119.1350826069159,29.4286489586078,1,0.34,0.12776001172910004,1,0.67,0.33,0.0,BAMS150
141,9989,120.22141326465741,30.52181095916321,2,0.32666666666666666,0.09252127865004298,2,0.33666666666666667,0.6633333333333333,0.0,BAMS150
142,8177,120.26228984401435,30.02917393387957,2,0.33,0.10019773067125859,2,0.3333333333333333,0.6633333333333333,0.0033333333333333335,BAMS150
143,8198,120.24872525860978,30.033753430661463,2,0.32,0.07384753740726353,2,0.34,0.66,0.0,BAMS150
144,7007,119.8945165664293,29.792199467495244,2,0.31666666666666665,0.06387542491107921,2,0.32666666666666666,0.6433333333333333,0.03,BAMS150
145,498,119.12529042100252,29.700119030741586,1,0.36000000000000004,0.17637883406959085,1,0.68,0.32,0.0,BAMS150
146,11962,118.96718853405152,29.54902239154558,3,0.38000000000000006,0.22810871168027214,3,0.29,0.04,0.67,BAMS150
147,9187,120.20398709774055,30.247464766849962,2,0.30999999999999994,0.04303930953680882,2,0.016666666666666666,0.6466666666666666,0.33666666666666667,BAMS150
148,6854,119.08190336775246,29.757703861745792,2,0.3066666666666667,0.0333813261463729,2,0.006666666666666667,0.65,0.3433333333333333,BAMS150
149,8902,120.26129992358048,30.187097456788408,2,0.32,0.06643222015831599,2,0.34,0.66,0.0,BAMS150
150,8622,120.09493086327645,30.129695448927396,2,0.33,0.09261932405061864,2,0.3333333333333333,0.6633333333333333,0.0033333333333333335,BAMS150
